,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,y_test,p_pred
0,-0.20656117887535716,0.2863110515326301,-0.13712355201435386,-0.2792598864377929,1.0133758820201568,0.8065563120018667,0.699320480275225,0.8460646517821447,1.1112791563311162,1.4817350698939018,-0.05259361139069434,-0.5193621584675753,0.11234262958699215,-0.14668713819749174,-0.5423482925856186,-0.15806337722209013,0.08707974741228168,0.250429487524521,-0.4228423090304796,0.0794691444911607,0.029159331082772376,0.6485704748522869,0.1798703441573848,-0.06360678115852603,1.0972739926049955,0.835473817212997,1.1437848605273928,1.3779123052290023,1.1069571429479146,1.4936880726625947,0,0.13333333333333333
1,-0.260523876144554,1.3870138023481093,-0.32412706109809203,-0.3327290155742529,-0.6013679958639486,-0.9909915101077236,-0.7668490450138906,-0.7284000295343427,-0.7032397125397152,-0.9863135942370859,-0.7101916770451219,0.2415736720467607,-0.7683168268033121,-0.500694646299904,-0.4243435081648073,-0.9722621876716385,-0.5568296380730948,-0.8670328986198447,-0.8563033517774461,-0.7439840272519579,-0.3974306807164248,1.3927666017928222,-0.47571595950360396,-0.43540531956164746,-0.15204891079010668,-0.9412644110708606,-0.6389748822161301,-0.8307056455068271,-0.7389305346534653,-0.8903003946579543,1,1.0
2,-0.030472377260082912,-0.8446435719268262,-0.0979928617875804,-0.1376235762784476,-1.1884828919654857,-0.9197339475233054,-0.8528505970624473,-0.5777631727373524,-0.8127680144836277,-0.983478386122059,-0.6892582589287899,-1.0195767709444525,-0.6237678884862976,-0.4639517912016424,-0.7346894242545685,-0.9076538800879156,-0.7520250321180183,-0.1680714496583013,-1.069401518044111,-0.6395866568334458,-0.2814644639166429,-1.0368627666870014,-0.3196381661740456,-0.3369622077385988,-1.2698641401436173,-0.9705268380314969,-1.0055056797016124,-0.49404557731813925,-1.2372069629630402,-0.933524732280223,1,0.95
3,0.03769102981679758,-0.2605497231854193,-0.030852835398485264,-0.061970446755584295,-2.177682535094135,-0.9881487881961111,-0.8041373091867685,-0.9074102668924099,-0.6448246181696274,-0.983478386122059,-0.6322327406118856,-0.9939945219929691,-0.5965412048991887,-0.43512955157366484,-1.2907119677966976,-0.6543624873807936,-0.6997364069424035,-1.0629821746341275,-1.1517349004653226,-0.6951896041215665,-0.01018634961715383,-0.06794220754122669,-0.04352344400515123,-0.10702722512333489,-1.6621953677010262,-0.2389661640155871,-0.5550182204884347,-0.5985000353812056,-0.42831665726567836,-0.39820793557365697,1,0.95
4,-0.31164643145221477,-0.20237304502392464,-0.38550045945376793,-0.37283086242659774,-0.4647303473166825,-1.263703298828409,-0.7932144843280466,-0.5078614806277901,-1.2581831090555424,-0.5908020621908217,-0.7986173225365241,2.0414028181369397,-0.8396012347404701,-0.5759404932676013,-0.8963626458480534,-1.1501585916846062,-0.6122018663820846,-0.025326943952532575,0.7467760353649666,-0.763274845698857,-0.6148673372160153,-0.46690949660125186,-0.6791532359236205,-0.5883437254295981,-1.5499754858522035,-1.3236479946803938,-1.0739663404361388,-0.9817534915688706,-1.4782562740608545,-1.2333243047628866,1,1.0
5,-0.7916304229519143,-0.15815876962118922,-0.7912239318050492,-0.7499588689954573,0.6077328628954579,-0.36672977831763504,-0.5747579871536108,-0.5927236824877384,0.4212508540844623,-0.09747585017612707,-0.5853130103511417,-0.37530325302447015,-0.6806964087138889,-0.4872736034197006,0.5120277896828186,-0.5068141032795573,-0.36153477295935293,-0.11778645333013277,0.4598199819263323,-0.9750955972726496,-0.7867458371156918,-0.43108386248157576,-0.8373160379426956,-0.7066512508883691,0.6983673813455059,-0.6161970159211823,-0.5267128316773831,-0.44440686984210476,0.2576223219656846,-0.8930711855311764,1,1.0
6,-0.5899803436828095,0.798265819353783,-0.5444946323751838,-0.5889826610633497,-1.9221985984875274,0.05607772733618655,-0.11763148933055297,-0.49367479034725165,-2.2220321661619793,0.5376107675899168,-1.0314113688302156,0.39397855941729976,-0.5386226234502479,-0.6773903764161546,-0.6663533202820648,1.1246015527488833,0.36990915308634237,0.7905876738883967,0.50340824320815,1.3477458945392438,-0.7660375841157309,0.4938688729718692,-0.5927743045007731,-0.6894237063193357,-1.945375225803916,0.42707211919715876,0.09120819863845589,-0.08231838401998794,-1.1482290293363309,0.5288986906065569,1,1.0
7,-0.6893853123365938,-0.04180541329819989,-0.7265553174302768,-0.6717460471203167,-0.5849999442150576,-0.9818947999905637,-0.9161276514164218,-0.9657046669542588,0.4541093446676357,-0.21513698694974648,-0.8845165210138862,0.38672118382822646,-0.8697981019916272,-0.6393054170298726,-0.3256728409654846,-0.9148077411352482,-0.712004505430024,-0.6744900255826315,0.3569032538998179,-0.8071520013819997,-0.7577542829157465,0.14212628343323516,-0.7845951039363372,-0.6987406436883027,-0.44136579368160295,-0.9259970578740067,-0.9261066653248489,-0.8709038626039839,0.948414643031232,-0.7960935049683925,1,1.0
8,-1.8172056852628111,1.442863413383144,-1.8119170937202536,-1.3540462641329065,-1.0945445085892398,-1.0529628477808743,-1.1148728439607505,-1.261819584082589,0.21314708039102662,1.4250309075933625,-0.09915242064943271,0.4447801885408129,-0.18517076742850694,-0.46637197926200696,1.8730829727059073,-0.8822800291856576,-1.0575006844597676,-1.9134474512424755,1.0022516778778432,1.1639157422805595,-1.4893768614043694,0.853753652083157,-1.4920087664510346,-1.1120259220739948,-0.2967073522358551,-1.086940406157507,-1.3058306525103973,-1.7450628184932908,0.2543867607428955,0.8552978554721546,1,1.0
9,-1.0983657547978765,-1.0657149489405058,-1.0614316453709791,-0.9479084109049039,0.17504697582911413,-0.24165001420668814,-0.66527932879888,-0.7363961640561008,-0.6521265049658885,1.0281017714895855,-0.24243805844570462,2.3443982489807498,-0.2336837672746282,-0.4621916544304682,3.4398131613438006,1.186638941518721,-0.19177081550903743,0.18878981460612076,1.962404211113442,1.120795089281609,-1.116007059815072,-1.0091793221399792,-1.083347063305702,-0.9202376452901623,0.15918591777498967,-0.5767563534959769,-0.9622320174853942,-1.1247312410167125,-0.7551083407674125,0.05176850223766013,1,1.0
